Approved symbol	Approved name	Chromosome	NCBI Gene ID
THTPA	thiamine triphosphatase	14q11.2	79178
THUMPD1	THUMP domain containing 1	16p12.3	55623
THUMPD1P1	THUMP domain containing 1 pseudogene 1	21q21.3	391276
THUMPD2	THUMP domain containing 2	2p22.1	80745
THUMPD3	THUMP domain containing 3	3p25.3	25917
THUMPD3-AS1	THUMPD3 antisense RNA 1	3p25.3	440944
THUMPD3P1	THUMP domain containing 3 pseudogene 1	7p14.1	100419989
THY1	Thy-1 cell surface antigen	11q23.3	7070
THY1-AS1	THY1 antisense RNA 1	11q23.3	
THYN1	thymocyte nuclear protein 1	11q25	29087
TIA1	TIA1 cytotoxic granule associated RNA binding protein	2p13.3	7072
TIAL1	TIA1 cytotoxic granule associated RNA binding protein like 1	10q26.11	7073
TIAM1	TIAM Rac1 associated GEF 1	21q22.11	7074
TIAM1-AS1	TIAM1 antisense RNA 1	21q22.11	150051
TIAM2	TIAM Rac1 associated GEF 2	6q25.2-q25.3	26230
TICAM1	TIR domain containing adaptor molecule 1	19p13.3	148022
TICAM2	TIR domain containing adaptor molecule 2	5q22.3	353376
TICAM2-AS1	TICAM2 antisense RNA 1	5q22.3	101927100
TICRR	TOPBP1 interacting checkpoint and replication regulator	15q26.1	90381
TIE1	tyrosine kinase with immunoglobulin like and EGF like domains 1	1p34.2	7075
TIFA	TRAF interacting protein with forkhead associated domain	4q25	92610
TIFAB	TIFA inhibitor	5q31.1	497189
TIGAR	TP53 induced glycolysis regulatory phosphatase	12p13.32	57103
TIGD1	tigger transposable element derived 1	2q37.1	200765
TIGD2	tigger transposable element derived 2	4q22.1	166815
TIGD3	tigger transposable element derived 3	11q13.1	220359
TIGD4	tigger transposable element derived 4	4q31.3	201798
TIGD5	tigger transposable element derived 5	8q24.3	84948
TIGD6	tigger transposable element derived 6	5q32	81789
TIGD7	tigger transposable element derived 7	16p13.3	91151
TIGIT	T cell immunoreceptor with Ig and ITIM domains	3q13.31	201633
TILRLS	TCL1A interacting lncRNA, retroperitoneal liposarcoma associated	5q12.3	
TIMD4	T cell immunoglobulin and mucin domain containing 4	5q33.3	91937
TIMELESS	timeless circadian regulator	12q13.3	8914
TIMM8A	translocase of inner mitochondrial membrane 8A	Xq22.1	1678
TIMM8AP1	translocase of inner mitochondrial membrane 8A pseudogene 1	2q24.2	399520
TIMM8B	translocase of inner mitochondrial membrane 8 homolog B	11q23.1	26521
TIMM8BP1	translocase of inner mitochondrial membrane 8B pseudogene 1	13q12.3	
TIMM8BP2	translocase of inner mitochondrial membrane 8B pseudogene 2	Xq26.2	
TIMM9	translocase of inner mitochondrial membrane 9	14q23.1	26520
TIMM9P1	TIMM9 pseudogene 1	10q22.2	
TIMM9P2	TIMM9 pseudogene 2	21q22.2	
TIMM9P3	TIMM9 pseudogene 3	13q14.13	
TIMM10	translocase of inner mitochondrial membrane 10	11q12.1	26519
TIMM10B	translocase of inner mitochondrial membrane 10B	11p15.4	26515
TIMM13	translocase of inner mitochondrial membrane 13	19p13.3	26517
TIMM17A	translocase of inner mitochondrial membrane 17A	1q32.1	10440
TIMM17B	translocase of inner mitochondrial membrane 17B	Xp11.23	10245
TIMM17BP1	translocase of inner mitochondrial membrane 17B pseudogene 1	12p12.3	390298
TIMM21	translocase of inner mitochondrial membrane 21	18q22.3	29090
TIMM22	translocase of inner mitochondrial membrane 22	17p13	29928
TIMM23	translocase of inner mitochondrial membrane 23	10q11.22	100287932
TIMM23B	translocase of inner mitochondrial membrane 23 homolog B	10q11.23	100652748
TIMM23B-AGAP6	TIMM23B-AGAP6 readthrough (NMD candidate)	10q11.23	113218477
TIMM29	translocase of inner mitochondrial membrane 29	19p13.2	90580
TIMM44	translocase of inner mitochondrial membrane 44	19p13.2	10469
TIMM50	translocase of inner mitochondrial membrane 50	19q13.2	92609
TIMMDC1	translocase of inner mitochondrial membrane domain containing 1	3q13.33	51300
TIMMDC1-DT	TIMMDC1 divergent transcript	3q13.33	
TIMP1	TIMP metallopeptidase inhibitor 1	Xp11.3	7076
TIMP2	TIMP metallopeptidase inhibitor 2	17q25.3	7077
TIMP3	TIMP metallopeptidase inhibitor 3	22q12.3	7078
TIMP4	TIMP metallopeptidase inhibitor 4	3p25.2	7079
TINAG	tubulointerstitial nephritis antigen	6p12.1	27283
TINAG-AS1	TINAG antisense RNA 1	6p12.1	107986605
TINAGL1	tubulointerstitial nephritis antigen like 1	1p35.2	64129
TINCR	TINCR ubiquitin domain containing	19p13.3	257000
TINF2	TERF1 interacting nuclear factor 2	14q12	26277
TIPARP	TCDD inducible poly(ADP-ribose) polymerase	3q25.31	25976
TIPARP-AS1	TIPARP antisense RNA 1	3q25.31	100287227
TIPIN	TIMELESS interacting protein	15q22.31	54962
TIPINP1	TIPIN pseudogene 1	Xp11.22	100125392
TIPRL	TOR signaling pathway regulator	1q24.2	261726
TIRAP	TIR domain containing adaptor protein	11q24.2	114609
TIRAP-AS1	TIRAP antisense RNA 1	11q24.2	105369557
TJAP1	tight junction associated protein 1	6p21.1	93643
TJAP1P1	TJAP1 pseudogene 1	Xq25	392539
TJP1	tight junction protein 1	15q13.1	7082
TJP1P1	tight junction protein 1 pseudogene 1	16p13.3	64730
TJP2	tight junction protein 2	9q21.11	9414
TJP3	tight junction protein 3	19p13.3	27134
TK1	thymidine kinase 1	17q25.3	7083
TK2	thymidine kinase 2	16q21	7084
TKFC	triokinase and FMN cyclase	11q12.2	26007
TKT	transketolase	3p21.1	7086
TKTL1	transketolase like 1	Xq28	8277
TKTL2	transketolase like 2	4q32.2	84076
TLCD1	TLC domain containing 1	17q11.2	116238
TLCD2	TLC domain containing 2	17p13.3	727910
TLCD3A	TLC domain containing 3A	17p13.3	79850
TLCD3B	TLC domain containing 3B	16p11.2	83723
TLCD4	TLC domain containing 4	1p21.3	148534
TLCD4-RWDD3	TLCD4-RWDD3 readthrough	1p21.3	100527978
TLCD5	TLC domain containing 5	11q23.3	219902
TLDC2	TBC/LysM-associated domain containing 2	20q11.23	140711
TLE1	TLE family member 1, transcriptional corepressor	9q21.32	7088
TLE1-DT	TLE1 divergent transcript	9q21.32	101927502
TLE1P1	TLE family member 1 pseudogene 1	Xq12	645381
TLE2	TLE family member 2, transcriptional corepressor	19p13.3	7089
TLE3	TLE family member 3, transcriptional corepressor	15q23	7090
TLE4	TLE family member 4, transcriptional corepressor	9q21.31	7091
TLE5	TLE family member 5, transcriptional modulator	19p13.3	166
TLE6	TLE family member 6, subcortical maternal complex member	19p13.3	79816
TLE7	TLE family member 7	16q22.2	102723796
TLK1	tousled like kinase 1	2q31.1	9874
TLK1P1	tousled like kinase 1 pseudogene 1	9q33.2	100129793
TLK2	tousled like kinase 2	17q23.2	11011
TLK2P1	tousled like kinase 2 pseudogene 1	17q12	646202
TLK2P2	tousled like kinase 2 pseudogene 2	10p11.21	553121
TLL1	tolloid like 1	4q32.3	7092
TLL2	tolloid like 2	10q24.1	7093
TLN1	talin 1	9p13.3	7094
TLN2	talin 2	15q22.2	83660
TLNRD1	talin rod domain containing 1	15q25.1	59274
TLR1	toll like receptor 1	4p14	7096
TLR2	toll like receptor 2	4q31.3	7097
TLR3	toll like receptor 3	4q35.1	7098
TLR4	toll like receptor 4	9q33.1	7099
TLR5	toll like receptor 5	1q41	7100
TLR6	toll like receptor 6	4p14	10333
TLR7	toll like receptor 7	Xp22.2	51284
TLR8	toll like receptor 8	Xp22.2	51311
TLR8-AS1	TLR8 antisense RNA 1	Xp22.2	349408
TLR9	toll like receptor 9	3p21.2	54106
TLR10	toll like receptor 10	4p14	81793
TLR12P	toll like receptor 12, pseudogene	1p35.1	100131451
TLX1	T cell leukemia homeobox 1	10q24.31	3195
TLX1NB	TLX1 neighbor	10q24.31	100038246
TLX2	T cell leukemia homeobox 2	2p13.1	3196
TLX3	T cell leukemia homeobox 3	5q35.1	30012
TM2D1	TM2 domain containing 1	1p31.3	83941
TM2D2	TM2 domain containing 2	8p11.22	83877
TM2D3	TM2 domain containing 3	15q26.3	80213
TM4SF1	transmembrane 4 L six family member 1	3q25.1	4071
TM4SF1-AS1	TM4SF1 antisense RNA 1	3q25.1	100874091
TM4SF4	transmembrane 4 L six family member 4	3q25.1	7104
TM4SF5	transmembrane 4 L six family member 5	17p13.2	9032
TM4SF18	transmembrane 4 L six family member 18	3q25.1	116441
TM4SF19	transmembrane 4 L six family member 19	3q29	116211
TM4SF19-AS1	TM4SF19 antisense RNA 1	3q29	100874214
TM4SF19-DYNLT2B	TM4SF19-DYNLT2B readthrough (NMD candidate)	3q29	100534611
TM4SF20	transmembrane 4 L six family member 20	2q36.3	79853
TM6SF1	transmembrane 6 superfamily member 1	15q25.2	53346
TM6SF2	transmembrane 6 superfamily member 2	19p13.11	53345
TM7SF2	transmembrane 7 superfamily member 2	11q13.1	7108
TM7SF3	transmembrane 7 superfamily member 3	12p11.23	51768
TM9SF1	transmembrane 9 superfamily member 1	14q12	10548
TM9SF2	transmembrane 9 superfamily member 2	13q32.3	9375
TM9SF3	transmembrane 9 superfamily member 3	10q24.1	56889
TM9SF4	transmembrane 9 superfamily member 4	20q11.21	9777
TM9SF5P	transmembrane 9 superfamily member 5, pseudogene	Xq26.3	100420958
TMA7	translation machinery associated 7 homolog	3p21.31	51372
TMA7B	translation machinery associated 7 homolog B	22q13.1	112268293
TMA16	translation machinery associated 16 homolog	4q32.2	55319
TMA16P1	translation machinery associated 16 homolog pseudogene 1	11q12.1	100101405
TMA16P2	translation machinery associated 16 homolog pseudogene 2	1p34.1	100101407
TMBIM1	transmembrane BAX inhibitor motif containing 1	2q35	64114
TMBIM4	transmembrane BAX inhibitor motif containing 4	12q14.3	51643
TMBIM6	transmembrane BAX inhibitor motif containing 6	12q13.12	7009
TMBIM7P	transmembrane BAX inhibitor motif containing 7, pseudogene	7q21.2	105375396
TMC1	transmembrane channel like 1	9q21.13	117531
TMC2	transmembrane channel like 2	20p13	117532
TMC3	transmembrane channel like 3	15q25.1	342125
TMC3-AS1	TMC3 antisense RNA 1	15q25.1	101929655
TMC4	transmembrane channel like 4	19q13.42	147798
TMC5	transmembrane channel like 5	16p12.3	79838
TMC6	transmembrane channel like 6	17q25.3	11322
TMC7	transmembrane channel like 7	16p12.3	79905
TMC8	transmembrane channel like 8	17q25.3	147138
TMCC1	transmembrane and coiled-coil domain family 1	3q22.1	23023
TMCC1-DT	TMCC1 divergent transcript	3q22.1	100507032
TMCC1P1	transmembrane and coiled-coil domain family 1 pseudogene 1	8q23.1	100128132
TMCC2	transmembrane and coiled-coil domain family 2	1q32.1	9911
TMCC2-AS1	TMCC2 antisense RNA 1	1q32.1	101929459
TMCC3	transmembrane and coiled-coil domain family 3	12q22	57458
TMCO1	transmembrane and coiled-coil domains 1	1q24.1	54499
TMCO1-AS1	TMCO1 antisense RNA 1	1q24.1	100147773
TMCO2	transmembrane and coiled-coil domains 2	1p34.2	127391
TMCO3	transmembrane and coiled-coil domains 3	13q34	55002
TMCO4	transmembrane and coiled-coil domains 4	1p36.13	255104
TMCO5A	transmembrane and coiled-coil domains 5A	15q14	145942
TMCO5B	transmembrane and coiled-coil domains 5B (pseudogene)	15q13.3	100652857
TMCO6	transmembrane and coiled-coil domains 6	5q31.3	55374
TMDD1	transmembrane and death domain 1	12q13.13	
TMED1	transmembrane p24 trafficking protein 1	19p13.2	11018
TMED2	transmembrane p24 trafficking protein 2	12q24.31	10959
TMED2-DT	TMED2 divergent transcript	12q24.31	101927415
TMED2P1	TMED2 pseudogene 1	3p14.2	100421730
TMED3	transmembrane p24 trafficking protein 3	15q25.1	23423
TMED4	transmembrane p24 trafficking protein 4	7p13	222068
TMED5	transmembrane p24 trafficking protein 5	1p22.1	50999
TMED6	transmembrane p24 trafficking protein 6	16q22.1	146456
TMED7	transmembrane p24 trafficking protein 7	5q22.3	51014
TMED7-TICAM2	TMED7-TICAM2 readthrough	5q22.3	100302736
TMED8	transmembrane p24 trafficking protein family member 8	14q24.3	283578
TMED9	transmembrane p24 trafficking protein 9	5q35.3	54732
TMED10	transmembrane p24 trafficking protein 10	14q24.3	10972
TMED10P1	transmembrane p24 trafficking protein 10 pseudogene 1	8q24.3	286102
TMED10P2	transmembrane p24 trafficking protein 10 pseudogene 2	3q21.3	100129727
TMED11P	transmembrane p24 trafficking protein 11, pseudogene	4p16.3	
TMEFF1	transmembrane protein with EGF like and two follistatin like domains 1	9q31.1	8577
TMEFF2	transmembrane protein with EGF like and two follistatin like domains 2	2q32.3	23671
TMEM8B	transmembrane protein 8B	9p13.3	51754
TMEM9	transmembrane protein 9	1q32.1	252839
TMEM9B	TMEM9 domain family member B	11p15.4	56674
TMEM9B-AS1	TMEM9B antisense RNA 1	11p15.4	493900
TMEM11	transmembrane protein 11	17p11.2	8834
TMEM11-DT	TMEM11 divergent transcript	17p11.2	107984969
TMEM14A	transmembrane protein 14A	6p12.2	28978
TMEM14B	transmembrane protein 14B	6p24.2	81853
TMEM14B-DT	TMEM14B divergent transcript	6p24.2	
TMEM14C	transmembrane protein 14C	6p24.2	51522
TMEM14DP	transmembrane protein 14D, pseudogene	10q21.3	645203
TMEM14EP	transmembrane protein 14E, pseudogene	3q25.2	645843
TMEM17	transmembrane protein 17	2p15	200728
TMEM18	transmembrane protein 18	2p25.3	129787
TMEM18-DT	TMEM18 divergent transcript	2p25.3	105373354
TMEM19	transmembrane protein 19	12q21.1	55266
TMEM25	transmembrane protein 25	11q23.3	84866
TMEM26	transmembrane protein 26	10q21.2	219623
TMEM26-AS1	TMEM26 antisense RNA 1	10q21.2	101928781
TMEM30A	transmembrane protein 30A	6q14.1	55754
TMEM30A-DT	TMEM30A divergent transcript	6q14.1	100506804
TMEM30B	transmembrane protein 30B	14q23.1	161291
TMEM30BP1	TMEM30B pseudogene 1	Xq24	101928242
TMEM30CP	transmembrane protein 30C, pseudogene	3q12.1	644444
TMEM31	transmembrane protein 31	Xq22.2	203562
TMEM33	transmembrane protein 33	4p13	55161
TMEM35A	transmembrane protein 35A	Xq22.1	59353
TMEM35B	transmembrane protein 35B	1p34.3	100506144
TMEM37	transmembrane protein 37	2q14.2	140738
TMEM38A	transmembrane protein 38A	19p13.11	79041
TMEM38B	transmembrane protein 38B	9q31.2	55151
TMEM38BP1	TMEM38B pseudogene 1	3q26.32	100131216
TMEM39A	transmembrane protein 39A	3q13.33	55254
TMEM39B	transmembrane protein 39B	1p35.2	55116
TMEM40	transmembrane protein 40	3p25.2	55287
TMEM41A	transmembrane protein 41A	3q27.2	90407
TMEM41B	transmembrane protein 41B	11p15.4	440026
TMEM42	transmembrane protein 42	3p21.31	131616
TMEM43	transmembrane protein 43	3p25.1	79188
TMEM44	transmembrane protein 44	3q29	93109
TMEM44-AS1	TMEM44 antisense RNA 1	3q29	100507297
TMEM44-AS2	TMEM44 antisense RNA 2	3q29	
TMEM45A	transmembrane protein 45A	3q12.2	55076
TMEM45B	transmembrane protein 45B	11q24.3	120224
TMEM47	transmembrane protein 47	Xp21.1	83604
TMEM50A	transmembrane protein 50A	1p36.11	23585
TMEM50B	transmembrane protein 50B	21q22.11	757
TMEM51	transmembrane protein 51	1p36.21	55092
TMEM51-AS1	TMEM51 antisense RNA 1	1p36.21	200197
TMEM51-AS2	TMEM51 antisense RNA 2	1p36.21	727684
TMEM52	transmembrane protein 52	1p36.33	339456
TMEM52B	transmembrane protein 52B	12p13.2	120939
TMEM53	transmembrane protein 53	1p34.1	79639
TMEM54	transmembrane protein 54	1p35.1	113452
TMEM59	transmembrane protein 59	1p32.3	9528
TMEM59L	transmembrane protein 59 like	19p13.11	25789
TMEM60	transmembrane protein 60	7q11.23	85025
TMEM61	transmembrane protein 61	1p32.3	199964
TMEM62	transmembrane protein 62	15q15.2	80021
TMEM63A	transmembrane protein 63A	1q42.12	9725
TMEM63B	transmembrane protein 63B	6p21.1	55362
TMEM63C	transmembrane protein 63C	14q24.3	57156
TMEM64	transmembrane protein 64	8q21.3	169200
TMEM65	transmembrane protein 65	8q24.13	157378
TMEM67	transmembrane protein 67	8q22.1	91147
TMEM68	transmembrane protein 68	8q12.1	137695
TMEM69	transmembrane protein 69	1p34.1	51249
TMEM70	transmembrane protein 70	8q21.11	54968
TMEM71	transmembrane protein 71	8q24.22	137835
TMEM72	transmembrane protein 72	10q11.21	643236
TMEM72-AS1	TMEM72 antisense RNA 1	10q11.21	220980
TMEM74	transmembrane protein 74	8q23.1	157753
TMEM74B	transmembrane protein 74B	20p13	55321
TMEM78	transmembrane protein 78	1q42.13	677790
TMEM79	transmembrane protein 79	1q22	84283
TMEM80	transmembrane protein 80	11p15.5	283232
TMEM81	transmembrane protein 81	1q32.1	388730
TMEM82	transmembrane protein 82	1p36.21	388595
TMEM86A	transmembrane protein 86A	11p15.1	144110
TMEM86B	transmembrane protein 86B	19q13.42	255043
TMEM87A	transmembrane protein 87A	15q15.1	25963
TMEM87B	transmembrane protein 87B	2q13	84910
TMEM88	transmembrane protein 88	17p13.1	92162
TMEM88B	transmembrane protein 88B	1p36.33	643965
TMEM89	transmembrane protein 89	3p21.31	440955
TMEM91	transmembrane protein 91	19q13.2	641649
TMEM92	transmembrane protein 92	17q21.33	162461
TMEM92-AS1	TMEM92 antisense RNA 1	17q21.33	
TMEM94	transmembrane protein 94	17q25.1	9772
TMEM95	transmembrane protein 95	17p13.1	339168
TMEM97	transmembrane protein 97	17q11.2	27346
TMEM97P1	transmembrane protein 97 pseudogene 1	21q22.3	
TMEM97P2	transmembrane protein 97 pseudogene 2	8p21.3	724059
TMEM98	transmembrane protein 98	17q11.2	26022
TMEM100	transmembrane protein 100	17q22	55273
TMEM101	transmembrane protein 101	17q21.31	84336
TMEM102	transmembrane protein 102	17p13.1	284114
TMEM104	transmembrane protein 104	17q25.1	54868
TMEM105	TMEM105 long non-coding RNA	17q25.3	284186
TMEM106A	transmembrane protein 106A	17q21.31	113277
TMEM106B	transmembrane protein 106B	7p21.3	54664
TMEM106C	transmembrane protein 106C	12q13.11	79022
TMEM107	transmembrane protein 107	17p13.1	84314
TMEM108	transmembrane protein 108	3q22.1	66000
TMEM108-AS1	TMEM108 antisense RNA 1	3q22.1	101927455
TMEM109	transmembrane protein 109	11q12.2	79073
TMEM109-DT	TMEM109 divergent transcript	11q12.2	105369323
TMEM114	transmembrane protein 114	16p13.2	283953
TMEM115	transmembrane protein 115	3p21.31	11070
TMEM116	transmembrane protein 116	12q24.13	89894
TMEM117	transmembrane protein 117	12q12	84216
TMEM119	transmembrane protein 119	12q23.3	338773
TMEM120A	transmembrane protein 120A	7q11.23	83862
TMEM120B	transmembrane protein 120B	12q24.31	144404
TMEM121	transmembrane protein 121	14q32.33	80757
TMEM121B	transmembrane protein 121B	22q11.1	27439
TMEM123	transmembrane protein 123	11q22.2	114908
TMEM123-DT	TMEM123 divergent transcript	11q22.2	101928424
TMEM125	transmembrane protein 125	1p34.2	128218
TMEM126A	transmembrane protein 126A	11q14.1	84233
TMEM126B	transmembrane protein 126B	11q14.1	55863
TMEM127	transmembrane protein 127	2q11.2	55654
TMEM128	transmembrane protein 128	4p16.3	85013
TMEM129	transmembrane protein 129, E3 ubiquitin ligase	4p16.3	92305
TMEM130	transmembrane protein 130	7q22.1	222865
TMEM131	transmembrane protein 131	2q11.2	23505
TMEM131L	transmembrane 131 like	4q31.3	23240
TMEM132A	transmembrane protein 132A	11q12.2	54972
TMEM132B	transmembrane protein 132B	12q24.31	114795
TMEM132C	transmembrane protein 132C	12q24.32	92293
TMEM132D	transmembrane protein 132D	12q24.33	121256
TMEM132D-AS1	TMEM132D antisense RNA 1	12q24.33	283352
TMEM132D-AS2	TMEM132D antisense RNA 2	12q24.33	101927735
TMEM132E	transmembrane protein 132E	17q12	124842
TMEM132E-DT	TMEM132E divergent transcript	17q12	400591
TMEM134	transmembrane protein 134	11q13.2	80194
TMEM135	transmembrane protein 135	11q14.2	65084
TMEM138	transmembrane protein 138	11q12.2	51524
TMEM139	transmembrane protein 139	7q34	135932
TMEM139-AS1	TMEM139 antisense RNA 1	7q34	105375545
TMEM140	transmembrane protein 140	7q33	55281
TMEM141	transmembrane protein 141	9q34.3	85014
TMEM143	transmembrane protein 143	19q13.32	55260
TMEM144	transmembrane protein 144	4q32.1	55314
TMEM145	transmembrane protein 145	19q13.2	284339
TMEM147	transmembrane protein 147	19q13.12	10430
TMEM147-AS1	TMEM147 antisense RNA 1	19q13.12	100506469
TMEM150A	transmembrane protein 150A	2p11.2	129303
TMEM150B	transmembrane protein 150B	19q13.42	284417
TMEM150C	transmembrane protein 150C	4q21.22	441027
TMEM151A	transmembrane protein 151A	11q13.2	256472
TMEM151B	transmembrane protein 151B	6p21.1	441151
TMEM154	transmembrane protein 154	4q31.3	201799
TMEM156	transmembrane protein 156	4p14	80008
TMEM158	transmembrane protein 158	3p21.31	25907
TMEM160	transmembrane protein 160	19q13.32	54958
TMEM161A	transmembrane protein 161A	19p13.11	54929
TMEM161B	transmembrane protein 161B	5q14.3	153396
TMEM161B-DT	TMEM161B divergent transcript	5q14.3	100505894
TMEM161BP1	transmembrane protein 161B pseudogene 1	10p11.21	646360
TMEM163	transmembrane protein 163	2q21.3	81615
TMEM164	transmembrane protein 164	Xq23	84187
TMEM165	transmembrane protein 165	4q12	55858
TMEM167A	transmembrane protein 167A	5q14.2	153339
TMEM167AP1	transmembrane protein 167A pseudogene 1	Yq11.223	360028
TMEM167AP2	TMEM167A pseudogene 2	19p13.12	100129118
TMEM167B	transmembrane protein 167B	1p13.3	56900
TMEM167B-DT	TMEM167B divergent transcript	1p13.3	105378892
TMEM168	transmembrane protein 168	7q31.1	64418
TMEM169	transmembrane protein 169	2q35	92691
TMEM170A	transmembrane protein 170A	16q23.1	124491
TMEM170B	transmembrane protein 170B	6p24.2	100113407
TMEM171	transmembrane protein 171	5q13.2	134285
TMEM174	transmembrane protein 174	5q13.2	134288
TMEM175	transmembrane protein 175	4p16.3	84286
TMEM176A	transmembrane protein 176A	7q36.1	55365
TMEM176B	transmembrane protein 176B	7q36.1	28959
TMEM177	transmembrane protein 177	2q14.2	80775
TMEM178A	transmembrane protein 178A	2p22.1	130733
TMEM178B	transmembrane protein 178B	7q34	100507421
TMEM179	transmembrane protein 179	14q32.33	388021
TMEM179B	transmembrane protein 179B	11q12.3	374395
TMEM181	transmembrane protein 181	6q25.3	57583
TMEM182	transmembrane protein 182	2q12.1	130827
TMEM183A	transmembrane protein 183A	1q32.1	92703
TMEM183AP1	TMEM183A pseudogene 1	6p21.3	100048909
TMEM183AP2	TMEM183A pseudogene 2	5p13.3	646616
TMEM183AP3	TMEM183A pseudogene 3	15q13.2	388104
TMEM183AP4	TMEM183A pseudogene 4	14q24.2	100287335
TMEM183AP5	TMEM183A pseudogene 5	3p12.1	100130326
TMEM183AP6	TMEM183A pseudogene 6	5q22.2	100286958
TMEM183BP	transmembrane protein 183B, pseudogene	3q25.1	653659
TMEM184A	transmembrane protein 184A	7p22.3	202915
TMEM184B	transmembrane protein 184B	22q13.1	25829
TMEM184C	transmembrane protein 184C	4q31.23	55751
TMEM184C-DT	TMEM184C divergent transcript	4q31.23	
TMEM184CP1	TMEM184C pseudogene 1	Xq21.31	100129133
TMEM185A	transmembrane protein 185A	Xq28	84548
TMEM185AP1	transmembrane protein 185A pseudogene 1	Xq28	100506205
TMEM185B	transmembrane protein 185B	2q14.2	79134
TMEM186	transmembrane protein 186	16p13.2	25880
TMEM187	transmembrane protein 187	Xq28	8269
TMEM190	transmembrane protein 190	19q13.42	147744
TMEM191A	transmembrane protein 191A (pseudogene)	22q11.21	84222
TMEM191B	transmembrane protein 191B	22q11.21	728229
TMEM191C	transmembrane protein 191C	22q11.21	645426
TMEM192	transmembrane protein 192	4q32.3	201931
TMEM196	transmembrane protein 196	7p21.1	256130
TMEM198	transmembrane protein 198	2q35	130612
TMEM198B	transmembrane protein 198B (pseudogene)	12q13.2	440104
TMEM199	transmembrane protein 199	17q11.2	147007
TMEM200A	transmembrane protein 200A	6q23.1	114801
TMEM200B	transmembrane protein 200B	1p35.3	399474
TMEM200C	transmembrane protein 200C	18p11.31	645369
TMEM201	transmembrane protein 201	1p36.22	199953
TMEM202	transmembrane protein 202	15q23-q24.1	338949
TMEM202-AS1	TMEM202 antisense RNA 1	15q24.1	105370888
TMEM203	transmembrane protein 203	9q34.3	94107
TMEM204	transmembrane protein 204	16p13.3	79652
TMEM205	transmembrane protein 205	19p13.2	374882
TMEM207	transmembrane protein 207	3q28	131920
TMEM208	transmembrane protein 208	16q22.1	29100
TMEM209	transmembrane protein 209	7q32.2	84928
TMEM210	transmembrane protein 210	9q34.3	100505993
TMEM212	transmembrane protein 212	3q26.31	389177
TMEM212-AS1	TMEM212 antisense RNA 1	3q26.31	
TMEM212-IT1	TMEM212 intronic transcript 1	3q26.31	
TMEM213	transmembrane protein 213	7q34	155006
TMEM214	transmembrane protein 214	2p23.3	54867
TMEM215	transmembrane protein 215	9p21.1	401498
TMEM216	transmembrane protein 216	11q13.1	51259
TMEM217	transmembrane protein 217	6p21.2	221468
TMEM217B	transmembrane protein 217B	6p21.2	
TMEM218	transmembrane protein 218	11q24.2	219854
TMEM219	transmembrane protein 219	16p11.2	124446
TMEM220	transmembrane protein 220	17p13.1	388335
TMEM220-AS1	TMEM220 antisense RNA 1	17p13.1-p12	101101775
TMEM221	transmembrane protein 221	19p13.11	100130519
TMEM222	transmembrane protein 222	1p36.11	84065
TMEM223	transmembrane protein 223	11q12.3	79064
TMEM225	transmembrane protein 225	11q24.1	338661
TMEM225B	transmembrane protein 225B	7q22.1	100289187
TMEM229A	transmembrane protein 229A	7q31.32	730130
TMEM229B	transmembrane protein 229B	14q24.1	161145
TMEM229BP1	TMEM229B pseudogene 1	3q26.31	
TMEM230	transmembrane protein 230	20p13-p12.3	29058
TMEM230P1	TMEM230 pseudogene 1	Xq22.3	
TMEM230P2	TMEM230 pseudogene 2	11q12.1	642975
TMEM231	transmembrane protein 231	16q23.1	79583
TMEM231P1	TMEM231 pseudogene 1	16q23.1	100420067
TMEM232	transmembrane protein 232	5q22.1	642987
TMEM233	transmembrane protein 233	12q24.23	387890
TMEM234	transmembrane protein 234	1p35.2	56063
TMEM235	transmembrane protein 235	17q25.3	283999
TMEM236	transmembrane protein 236	10p12.33	653567
TMEM237	transmembrane protein 237	2q33.1	65062
TMEM238	transmembrane protein 238	19q13.42	388564
TMEM238L	transmembrane protein 238 like	17p13.1-p12	100289255
TMEM239	transmembrane protein 239	20p13	100288797
TMEM240	transmembrane protein 240	1p36.33	339453
TMEM241	transmembrane protein 241	18q11.2	85019
TMEM242	transmembrane protein 242	6q25.3	729515
TMEM242-DT	TMEM242 divergent transcript	6q25.3	
TMEM243	transmembrane protein 243	7q21.12	79161
TMEM244	transmembrane protein 244	6q22.33	253582
TMEM245	transmembrane protein 245	9q31.3	23731
TMEM246-AS1	TMEM246 antisense RNA 1	9q31.1	101928470
TMEM247	transmembrane protein 247	2p21	388946
TMEM248	transmembrane protein 248	7q11.21	55069
TMEM248P1	transmembrane protein 248 pseudogene 1	4q28.1	645841
TMEM249	transmembrane protein 249	8q24.3	340393
TMEM250	transmembrane protein 250	9q34.3	90120
TMEM252	transmembrane protein 252	9q21.11	169693
TMEM252-DT	TMEM252 divergent transcript	9q21.11	105376072
TMEM253	transmembrane protein 253	14q11.2	643382
TMEM254	transmembrane protein 254	10q22.3	80195
TMEM254-AS1	TMEM254 antisense RNA 1	10q22.3	219347
TMEM255A	transmembrane protein 255A	Xq24	55026
TMEM255B	transmembrane protein 255B	13q34	348013
TMEM256	transmembrane protein 256	17p13.1	254863
TMEM256-PLSCR3	TMEM256-PLSCR3 readthrough (NMD candidate)	17p13.1	100529211
TMEM256P1	transmembrane protein 256 pseudogene 1	10q22.1	645269
